order_id,customer_id,customer_name,product_id,product_name,product_category,payment_type,qty,price,datetime,country,city,ecommerce_website_name,payment_txn_id,payment_txn_success,failure_reason
e99156db-f74d-4085-9c63-f6d21b092e51,577ce6d2-1d1e-4e66-b852-e2b0282b75ce,Aaron Johnson,e9bd31d2-323a-4e55-a847-a936b6e4f255,Bread,Grocery,Wallet,2,161.32,2022-07-13 11:12:45,South Africa,Durban,Meesho,3155364c-6640-4389-9f75-7695bfe2eaee,N,Wallet account blocked
b8153659-61d5-4266-a51a-e1b28b741f83,12910332-870d-4871-a518-86cc3bd51ba5,Danny Parker,b2a467e4-94d6-45ef-b29e-aa6be802f155,Jacket,Clothing,Unknown,0,0.0,2024-07-26 03:10:30,Unknown,Unknown,Flipkart,febee93b-97f0-455b-9c5f-bab267cb0a2c,Y,
e38e30db-287f-48fc-b078-d816786debc7,010b6dd3-4a52-46b7-96cc-425883ff416e,Tracy Harrison,f498b67a-3789-41ed-84eb-679d5e91f84e,Textbook,Books,Internet Banking,5,147.67,2022-09-20 02:53:45,UK,Birmingham,eBay,8a2740d5-b4f4-4572-98d0-c3c8b3a6e5a9,Y,
1834a4d6-132d-4a03-b707-01cd172a5f2b,4bc051d3-d31a-4c2a-adab-7f84b434321f,Joseph Evans,5965f55e-a9ed-4228-bb0a-2785b35cb6ad,Basketball,Sports,Wallet,3,213.85,2023-10-16 14:44:46,UK,Manchester,Meesho,99d3d0cc-8384-486e-93a3-26dcebac0349,Y,
f028e571-fb3a-4619-b238-648fcbe0f92a,e1895120-b216-440d-919d-c674be7dcecb,Laura Ryan,793db74d-4649-468e-9653-c7993cedd289,Bookshelf,Furniture,card,9,401.3,2022-10-22 04:17:21,South Africa,Johannesburg,Flipkart,28c485c7-e9dc-459e-8d84-ff7ee334802e,N,Fraud suspected
abbd5a41-bf7d-4491-a9aa-e21af89b53ff,9c63c043-ddfb-4c32-b6a3-a25aba79f8f5,Terry Zamora,300e9f9c-6895-437b-b73f-855832517231,Novel,Books,Internet Banking,2,317.32,2020-08-30 06:34:57,South Africa,Port Elizabeth,Amazon,e1cdd211-3b35-4f85-8f29-e3caa58b1b10,Y,
352513d4-d1ad-4e2a-829a-b5f2d361e5a0,de484f1a-6b4a-4fe4-abfe-0cd76b752dc8,Teresa Perez,8b366540-a0a6-4e54-b7e3-9a8b2848d69c,Table,Furniture,card,7,406.44,2023-03-08 16:35:54,South Africa,Cape Town,Flipkart,5b4c6b01-e6b0-4839-8615-d68a76735c7f,Y,
b7265fac-9194-4e15-bef4-d7891bcdd930,6ca4b604-e806-45b6-a9ca-dfc3b2c4ff91,James Farmer,a2b72a33-3487-4fb8-a39c-2986ec9a2e43,Laptop,Electronics,UPI,6,451.79,2021-11-19 06:46:41,USA,New York,eBay,06db16a7-5ef8-4c27-9e3d-cbeb639a25ec,Y,
2036eb72-5e78-43ed-95c7-27c5c78b75f6,9038ceb0-4f29-47a3-af9d-34d1ce20873f,Julia Duncan,e4deb5cd-de26-40c3-8b03-1416fc3cc277,Football,Sports,card,5,309.41,2021-12-30 18:11:30,France,Toulouse,Myntra,410112d4-a8d7-4c95-af37-1d83a6cfffae,N,Card expired
4c7a61ff-fe84-44ec-8985-8025d8473256,5900eb7a-3f97-4c72-b4d9-0842beea4188,Kathleen Foster,fd33cc16-6ebe-4db0-a9fb-4c07c2ea7422,Sneakers,Clothing,Wallet,3,345.32,2021-07-21 13:16:11,UK,Birmingham,Meesho,ea34666b-b37e-4199-9902-31454241112a,N,Insufficient balance in wallet
50e0e45b-62e5-4b87-94ea-a53ea217ba25,25ccac19-35bd-4c8d-a264-4ac270fa5620,Aaron Turner,93dd362b-5180-48c6-aea7-1bfa22f787fb,Headphones,Electronics,Wallet,5,104.43,2022-09-23 18:00:15,Australia,Adelaide,Meesho,c8b2a665-7d1f-4c3d-89cd-32fdf89f1bfb,N,Wallet account blocked
9e998946-839d-41b1-ac52-32261ccacd82,a983fad2-e467-4884-bcfc-28a17ca36387,Brittany Baxter,77e56cb0-52dd-40bd-be87-29f3b82e9a01,Tablet,Electronics,card,7,69.39,2023-07-15 00:00:03,USA,Phoenix,eBay,b6122bee-e4c3-4cad-96b8-40664aa02784,Y,
ee720eaa-66b6-4bc0-bb18-aa6ea3255356,98beb42c-f975-45a3-abb0-ef8151d3f9c7,Frank Johnson,b55b68a8-9fa9-48f4-85d0-1babece04a00,Golf Club,Sports,card,6,470.08,2021-01-07 18:51:38,Brazil,São Paulo,Meesho,fa9c549e-e900-41b5-8baf-da717e9b374b,N,Invalid card details
64185167-6101-4659-968c-cc994c9abb6b,5697a089-b7b3-458b-b796-2551dcd8053b,Kathryn Chavez,9859a79e-a807-4c5b-85ee-c5801febfab7,Milk,Grocery,Internet Banking,9,411.44,2021-03-26 12:36:48,South Africa,Durban,Flipkart,2d779b3c-c98e-41eb-82a4-1c82b21f7104,N,Payment gateway timeout
0599189a-14b6-418c-9564-2b933de2d1a2,ba11c297-c6b5-414b-87aa-2540ee4c3c50,John Brown,d9980670-1159-4070-9e4f-6be1831b7352,Chair,Furniture,Wallet,5,260.92,2020-04-30 16:05:33,France,Toulouse,eBay,42ae5da7-2edb-40af-90e1-4bcfa0171a84,N,Wallet account blocked
41863c62-f549-4b59-8f7d-83b977c9b065,d0f9b7fe-bc24-4904-8383-65c8491346fa,Raymond Atkins,31efb209-a47d-4d77-8a6f-b32621640f73,Jacket,Clothing,Wallet,2,483.49,2022-09-29 17:26:35,South Africa,Pretoria,Flipkart,f4255ea4-f2d8-4b60-b5eb-573b220b59f0,Y,
a9d6285f-b9d0-4b02-b817-374b6db81c9e,b1278b06-237e-4607-94ba-ab7f01002fa3,Maria Evans,fdf0e857-8a30-40e4-8fdf-76e35ea7f9ad,T-shirt,Clothing,UPI,2,168.95,2023-03-11 16:15:44,UK,Liverpool,Amazon,d5f85447-c6a8-4fe5-aa97-42692a165745,N,Incorrect UPI ID
c16c6aa2-5e35-4826-a25b-5328f729ddd1,21585e20-c8fa-4005-aeff-00024e769cef,Audrey Anderson,83df7b6c-793a-4ee4-a3ac-a3e604062215,Comics,Books,Unknown,0,-100.0,2020-08-23 18:06:31,Unknown,Unknown,Meesho,da62061d-debd-4d30-934d-93a50c1d1e07,Y,
3deb3ab5-384c-452f-8f7c-8fe0cb8516e3,adadf974-2614-4fb9-aec3-baaf7b84ea0c,Jenny Stevens,c6d7d138-c662-4444-bf7b-b5e16837b438,Sneakers,Clothing,card,1,382.04,2023-02-18 01:57:32,UK,Birmingham,Flipkart,dbddc019-02b8-485c-b14b-9cb66a991752,N,Card expired
457f6bbc-d889-4b7e-a78e-b4523e11132a,07664531-dbb9-4ba9-830e-feaa39480c99,Kyle Daniels,1cbf3998-49e1-4cbc-936c-7d7ff13c30da,Eggs,Grocery,Wallet,1,130.37,2023-12-14 01:30:47,Australia,Adelaide,eBay,9e0b75a7-94d6-47fd-9b7a-4e828566bdb5,N,Insufficient balance in wallet
f3fc5939-7eb5-4e84-98d8-75f8380fff97,466c7c0d-0a54-4ddb-b16f-b446a483fdb1,Michael Gibbs,e6a4798c-6e30-4691-9e04-69aa44d46b77,Vegetables,Grocery,UPI,5,445.94,2021-11-17 20:47:02,USA,Los Angeles,Meesho,993e7b23-663c-420b-a3e4-5bbd9aeeba88,N,Incorrect OTP
04269771-c3bf-411c-b24d-0dc37d63af0e,3061bba9-b0b8-49bf-b273-af1543d9e0ec,Tyler Brown,08dfcf64-a49b-4511-bbe3-550f14f07162,Yoga Mat,Sports,Wallet,3,355.67,2024-02-26 13:09:09,France,Lyon,Amazon,541845e5-e84a-45d8-a263-129c3e81dc9b,Y,
fd8a25aa-1828-492b-8d6f-81a5f0099a54,26b28914-828d-43a4-95ca-24b15ffe6b0c,Sheila Brooks,612046bd-98a4-49ca-bbd7-9966f8603e81,Milk,Grocery,Wallet,2,164.3,2022-12-02 14:02:17,France,Lyon,Flipkart,bbf45bb4-606a-4e0b-aef4-5f2628058857,Y,
b6a6f2c5-7bfe-4cd5-8065-7485fbf01e6b,16ea2b62-8ff3-470c-aad3-5f726ef1c996,Nicole Cole,66780d1c-b847-4891-b0b6-91bd027e17a9,Eggs,Grocery,card,7,472.22,2020-05-16 13:47:47,UK,Leeds,eBay,e4de47fc-158c-4809-a6b6-f3960469741a,N,Invalid card details
6c3fdf30-f710-4157-8b27-ad0381a28d58,26cbc1a4-16d4-4cf0-955c-4970431975ab,Thomas Harrison,90f44fe8-a8ab-444d-9f0f-cc6e97edac0f,Basketball,Sports,Wallet,7,277.95,2022-03-08 00:42:43,USA,Chicago,Myntra,a6f69bea-5dbf-4fdb-b49a-5422c5de22c2,Y,
d13dfcf8-94a6-47bb-a688-a8d7dcd196f0,263ca56a-e694-4b1f-85a0-9a6cdf2e71cb,Jonathan Robinson,a1b93988-587d-4649-85b5-4d8fbe6e82e4,Cookbook,Books,UPI,5,314.81,2021-05-09 09:11:40,Canada,Ottawa,Flipkart,96af49ff-0059-4b59-8f99-3c1d20c02bab,Y,
d5a682d2-ad74-4fa8-b0fb-00efd6433c92,d7ec1c4d-d09d-4b3a-b146-2afa42362f56,Jared Brown,27d3612e-2196-44be-8a74-d30bf0f3b4fb,Smartphone,Electronics,Wallet,3,492.65,2020-07-30 09:43:25,USA,New York,Myntra,914c2cff-e155-4865-8121-c5e53dade255,Y,
6f4ba157-e247-4819-a8b8-45f01f4dba6a,9a93b437-5c0f-4162-896f-8beb730bf0f8,Amanda Horton,67d26638-79b3-47c5-acdf-ab665871e15c,Sneakers,Clothing,card,2,325.55,2021-07-25 08:32:29,Australia,Adelaide,Flipkart,a884e0ba-0c3d-47f6-88e0-218fe4b6025b,N,Fraud suspected
3da8e032-29d9-4546-8018-e6a583044194,122491d3-be6b-40ec-b9ac-8fb03aa5ef5d,Sean Barrera,6a8ff8c5-dcd3-4b43-af71-8734dc1103ee,Fruits,Grocery,UPI,9,184.24,2022-12-20 22:08:31,South Africa,Pretoria,Flipkart,8f65f719-75df-4907-9c55-5727e55e180e,Y,
2c989536-2709-4051-84e2-0e0b06d9d282,a75bce27-a45c-453b-b512-05e6f10af244,Nicholas Hernandez MD,480db147-b811-45f2-a0de-9edb0e84f3c6,Textbook,Books,UPI,8,127.17,2023-04-22 08:25:16,Japan,Sapporo,Flipkart,5bb461b8-f2f2-4474-b98e-87db5e62088d,N,Incorrect OTP
89fa3659-fcac-4a7a-869e-7630629c983e,0246ba84-5198-4b60-aa7b-a718e2ce97f6,Nicole Owen,446de5ce-2021-4bb2-a50c-7f3f0fd09545,Bookshelf,Furniture,card,8,41.58,2020-09-23 15:56:47,Australia,Brisbane,eBay,08c1ad26-7229-4d33-9391-4caf1d666791,Y,
b329c03a-b4be-4dbc-ae14-a5c78a1e245d,12bf68f3-0924-4502-bb7e-1dd9734f9d8a,Jesse Swanson,261ae023-0db6-42dd-9073-e229356b5b13,Camera,Electronics,Unknown,-1,-100.0,2021-10-23 23:32:23,Unknown,Unknown,Flipkart,b5cb157d-62ab-4fe2-b2b2-e83dd1630aa2,N,Incorrect login credentials
cbcba840-3125-46f3-bd25-fdd49f36f179,d9a573d0-c706-40a4-bcbe-115e77f6e7bc,Michael Anderson,1d520aea-fff5-408a-bf61-ab00b70e1f92,Jeans,Clothing,Wallet,1,241.02,2024-05-08 18:48:23,Brazil,São Paulo,Meesho,998232c9-843c-4461-999f-ef9474196284,N,Insufficient balance in wallet
fc34d423-d02c-4666-b895-d2b0d2777ee6,0af0fbaf-6215-4ddf-8180-4fa6109accf5,Crystal Barrett,74e88268-2636-4970-9af3-8ae8b08af18e,Novel,Books,UPI,4,138.53,2023-05-21 01:33:34,Brazil,Brasilia,Amazon,d21929bc-cdc9-4fa4-ac01-a2a97bff62ac,N,Network issues
5c77f03a-2c51-44e7-ad6f-b59e8e27cdb2,6679a37c-032d-4003-9b67-93dd548c3705,Russell Potts,c2f7d8df-33e1-44d2-bf4f-5f37a842b90f,Bed,Furniture,UPI,4,413.23,2021-04-21 23:40:18,Australia,Perth,Myntra,57cb06e6-fbd7-4440-b938-4c7013a01437,Y,
4319b089-6fc4-47ac-980a-09a9e070b3bd,6e5b5a23-3590-49bf-81cc-14885466a79c,Christopher Martinez,92557856-f051-4477-95d0-03ef9977d82a,Chair,Furniture,card,4,352.68,2023-04-23 23:10:11,Germany,Stuttgart,Meesho,5e38e007-8119-4339-a514-348bb22d4d05,N,Fraud suspected
17b6a4af-6df9-470e-bb3c-850bf9224180,1f79faf9-de6b-4d32-946c-7f2147f4f9ce,Angelica Perry,492c0cb2-30c5-4e2b-ac99-196f03fb54b6,Biography,Books,Wallet,4,148.74,2021-01-19 09:24:22,Australia,Perth,Myntra,2805ee5c-492b-43e4-88bc-a7b587487770,Y,
15df0e5c-ac42-4ca3-9f33-5f85c604adb0,a0eb5f1b-c531-4494-927d-5a10dfc4522e,Dorothy Gonzales,db404d83-a59f-4ec0-b169-c795e7aa9108,Table,Furniture,UPI,8,105.4,2021-07-01 11:12:26,USA,Los Angeles,Myntra,8c6bd1b4-64f1-4306-b8e3-d78bd52a0cef,Y,
467f605d-1e10-4d26-8083-117701dde55f,340d98e5-d69e-49d3-bca3-9a885d40f47f,Mark Harding,fc79f285-82d1-4db9-beb7-b8df00a20db8,T-shirt,Clothing,card,6,494.67,2022-01-06 22:23:46,Germany,Stuttgart,Flipkart,1fb9049c-a902-4d4c-b54a-0e2d71820b8c,Y,
05b74b2a-da05-4383-86c0-9ab95b50acf7,aa1ea657-8bfe-4da4-8053-8ef93df95c49,Bailey Rodriguez,2a436edb-e8e4-45f6-8769-853bf6a27dae,Jacket,Clothing,UPI,6,277.42,2022-07-18 04:07:49,Germany,Frankfurt,Amazon,78a1dcad-be43-4184-b109-00abf5ee695e,Y,
8a4e7ee6-c39e-499b-90aa-8f9f106759f2,bad26f8b-2ef9-41a0-affe-97ae16d3c0b7,Sean Butler,106830b4-2266-49af-95f6-83ebb669c896,Biography,Books,Internet Banking,3,316.92,2022-08-06 19:32:41,UK,Liverpool,Myntra,894061ca-7fa9-4722-9f0f-cab68c2472e4,N,Payment gateway timeout
0871834e-d610-485d-a5dd-c8caa16173c3,0ab31890-6922-413a-b1c5-b3758d9dd0c2,Heather Fleming,290bb4b2-75a1-4ba3-9e43-8ffb72313848,Chair,Furniture,Internet Banking,5,201.95,2024-08-27 17:18:45,UK,Birmingham,Myntra,4b9c2c55-ede8-4485-a23a-8168a9a4f9b6,N,Exceeded transaction limit
5f71fbaf-dcbe-4c4d-af69-69ff1a55bb90,d7a520c3-f924-4e19-9b09-8149503e839a,Kelsey Martinez,50864209-6a3c-41b6-ac48-9ff62c50591b,Textbook,Books,card,6,212.78,2021-06-02 12:19:54,India,Bangalore,Meesho,37956521-bd6f-4af9-87a8-8e619b6f50d7,N,Insufficient funds
0ee1da03-cecc-4c6b-9fec-41004c56d061,7b147887-2441-4c40-a1ad-a8b8ba3a5c61,Savannah Pennington,6fcc7d35-72ae-4e8a-8fc6-1f84f910c7cd,Jeans,Clothing,Internet Banking,5,352.56,2024-02-06 23:47:03,South Africa,Johannesburg,Myntra,1d8bda07-4af1-4cd7-9438-320862f33c98,N,Exceeded transaction limit
5cd4e3bf-3747-4b67-bc4b-6ba6e95d296e,47fcf489-3ead-42fe-ac5e-6e7b8521347d,Steven Taylor,c111dee1-4ba3-4977-8fd8-9764d568e923,Comics,Books,UPI,9,258.52,2021-10-24 19:39:21,India,Delhi,Flipkart,5be81171-d2b4-408c-9216-4d03056a0d87,Y,
2c9dcb7b-1779-45ad-ac3a-1110f089f3ab,ed16aeb0-f4fd-454c-b588-06d8f6041fed,Victor Reed,fe9c6ed0-4e1c-4716-9b7a-2c5482d6a630,Novel,Books,Internet Banking,8,426.67,2023-03-25 11:06:46,USA,Chicago,Meesho,be9cc62f-1888-4f54-961c-ad32eb84f403,Y,
b0ae92f1-d01a-406e-910d-5bea3f1aa3c7,56d1f050-a63a-4a7b-aa95-34b813cc8d8f,Thomas Parker,f1ff6256-c98a-4cad-ba1f-211c7926450b,T-shirt,Clothing,UPI,7,187.98,2021-11-17 18:14:15,Germany,Hamburg,Myntra,81977c71-9ddc-4847-82eb-5027afbe0e78,N,Network issues
c30341d0-0d50-4c5f-8de8-427d6a1961c0,b5ee7dd4-a3c1-453f-8d3d-9715889390b1,Christopher Hill,ae08c0da-2b5b-44a4-b3f9-de9088949a1f,Bookshelf,Furniture,Internet Banking,1,415.35,2021-08-13 18:07:08,Brazil,Fortaleza,Meesho,8771999d-deb4-43d9-a208-18a61b535738,N,Exceeded transaction limit
e87c4d38-4367-4a85-8e3e-46625ac3bba7,9f2358b9-9b6d-4d68-a8b4-7fdad1da52e9,Tom Greer,a4adbb2e-e344-48b1-b837-dab1819b5d95,Bread,Grocery,card,5,118.81,2022-11-04 21:44:26,Brazil,Fortaleza,eBay,42b6228f-f9dc-4648-9c9d-dc12aec3636c,Y,
a39bbe43-0d43-4dfc-b06f-674947395047,b53a3448-dfcc-46ae-ae1a-b4c7e41161cc,Kelly Pope,04856206-52ca-4ec5-820f-07a4ae7980fd,Bed,Furniture,UPI,6,307.97,2020-05-15 18:57:47,UK,Liverpool,eBay,ae394af3-3d87-4ab7-be78-6421bb23c8c3,Y,
d482f8a9-e021-4b6c-91c1-77445e9fc763,e452075f-280c-4d75-8b9a-249ddda7f191,Stephanie Dean,5e8de847-c6f5-40d4-8bec-4b82ad834d23,Golf Club,Sports,card,3,287.51,2024-09-06 21:02:06,Canada,Montreal,Myntra,5480ab66-7be7-4c1a-8985-388977350f03,N,Invalid card details
e52fddd9-805d-4a44-9be8-9ac959da05f0,5cf53615-9e27-403c-ba5b-ce53bfa0ca1c,Cathy Olson,25b3289a-3466-4d20-9790-509e6aa612aa,Jacket,Clothing,UPI,5,450.25,2020-03-16 03:15:40,South Africa,Pretoria,Myntra,f301f257-c3a0-42e5-8a19-9fe0352f2f6b,Y,
77de7a3f-5082-4f93-b1ae-394925c61832,c3b1a9b3-286b-4b96-a159-197440421137,Jennifer Collins,d549ee3c-1f11-4d6e-9235-924231e46dca,T-shirt,Clothing,Internet Banking,4,12.99,2022-02-27 19:00:29,South Africa,Port Elizabeth,Amazon,067b917f-8903-44cc-8ebb-e2e4fe70024e,N,Payment gateway timeout
501f5c99-d1b3-4a50-a663-25b7102a72b7,3d68886e-464d-4be1-9740-a618d9e53d3f,Grace Mccall,7a3464f8-feb6-433c-b6f9-5218895ab7ee,Jacket,Clothing,Internet Banking,9,430.55,2021-05-09 05:02:30,UK,London,Meesho,dae08eb3-488a-41ad-9fdd-77791c2398ff,N,Exceeded transaction limit
1511288e-5dc6-4a0c-a52f-cf1ab7fa1cd6,d6728305-7958-47a7-ab8a-7785325d69dd,Lance Little,c3774a1b-fa61-474b-927d-d0679fd0a9a0,Novel,Books,UPI,6,83.19,2024-08-18 00:08:17,Canada,Montreal,Meesho,aed91e8c-7031-45ac-a467-f123cb9c6f16,N,Incorrect OTP
5adbe85d-f4c6-4f38-a351-8724df46051e,18d0beba-4169-4bb8-88dd-b376806c9fe3,Bridget Williams,62731dee-aff8-4526-abe0-74d81759c167,Comics,Books,Unknown,1000,-100.0,2022-09-20 23:20:57,Unknown,Unknown,Flipkart,08352632-5794-42ad-b82f-cf9a3bd93004,Y,
84cc6087-c383-4d32-9e44-07ec54dd0470,76a7423e-0fa1-4fac-82af-1ffb57080202,Kimberly Zuniga,abeca112-df84-444d-b2e4-d60bd6294666,Textbook,Books,Wallet,6,124.2,2024-05-17 13:14:23,UK,Leeds,Flipkart,d79ea6bd-1be0-40d0-b2f4-84d2eaa673e9,Y,
36bd440f-49a0-436b-9c19-6a3c5dacc6a8,055a013f-0416-4d49-81d6-49ebb0fb0584,Bryce Gibson,7f471810-bd92-4e41-9f4a-73639dd6e53a,Golf Club,Sports,Wallet,1,379.42,2021-06-19 07:42:35,France,Paris,Flipkart,05856e85-1021-43bd-9610-2725ea9a2402,Y,
e101dcf3-92a0-45e6-a6f6-1b9c222710e2,7a5698fc-3739-4b52-9b04-6557a6e3d1c6,Susan Fry,c33e87df-054f-4858-98da-fa1fdd4359b7,Basketball,Sports,Wallet,2,301.74,2023-06-17 08:09:55,UK,Birmingham,eBay,333d753a-648c-4109-a362-bbb651318759,Y,
cba800d8-55e8-4b0d-ada1-8e955748e715,2c6951d0-8f24-460a-80c6-def848d3cc3e,Caitlin Bell,3d507ab5-4cf4-4e7f-85a7-0be0862e9df6,Smartphone,Electronics,UPI,7,440.03,2020-04-15 10:18:30,Brazil,Fortaleza,eBay,e8809868-80f2-4bd4-aad5-15d34fcb630b,Y,
b2c45f99-3051-4c8f-87dd-30a5001eec82,f6dc5176-3e3c-4af1-b17f-a027cd292505,Valerie Allen,b2121734-a18f-4100-a102-4717133f8401,Football,Sports,Internet Banking,6,205.71,2022-03-05 09:18:45,Germany,Berlin,eBay,d61c08c8-6a75-4f97-876e-e66b2460973b,N,Payment gateway timeout
1b674ba4-7c95-43cc-966a-e5337a44717b,f6d475dc-24a4-43c3-8b39-cd8a67704b1d,Wendy Scott,139978a2-579f-474e-aaa5-6c87797969cf,T-shirt,Clothing,Wallet,8,103.64,2020-06-27 00:45:19,Brazil,Fortaleza,Meesho,f1d96f9d-8196-475a-ac36-a30599e66c0c,N,Insufficient balance in wallet
b61b9542-6e02-447d-a9d3-9f0227855b17,bccec944-d931-4c03-b13d-e30560866de6,Chris Kramer,e4742176-6e59-47a5-ab80-930cc4fe0fb6,Eggs,Grocery,UPI,3,381.52,2021-04-15 19:59:06,Germany,Berlin,Amazon,02b646f1-7969-4453-96d0-c139cd366c19,N,Network issues
9c03aa5c-a9e8-4f7d-9652-d7f6cff2e755,bc5f6440-4850-4547-95f3-365883a14ada,Yvette Thomas,b2d244bf-6b8b-4ae3-ba24-6bc97bd00a1f,Sneakers,Clothing,card,9,457.91,2023-03-22 14:52:30,USA,Houston,Flipkart,b37808cc-9e68-42c9-883b-f197b450d99a,N,Fraud suspected
40fe910d-07a2-400e-a0dd-5c6db438b080,19f2df86-e25d-4ae4-bd22-8d2af2499631,Anna Perez,add9e069-aa1f-406a-9a16-9237edf839e7,Fruits,Grocery,Internet Banking,6,429.35,2023-06-25 07:26:55,Australia,Adelaide,Flipkart,df347e52-7cff-434a-b8a5-887259c80db6,Y,
3a18c944-0304-4c44-9e96-5a352f3f451c,fd4ca71c-cf61-4a68-a480-1cc6b350b86c,Jacqueline Landry,b1bb5a43-f72d-4602-83aa-9a9b463b5633,T-shirt,Clothing,card,8,245.91,2023-04-17 15:15:08,Canada,Toronto,Flipkart,f9476a07-4277-4247-8373-4e589ed04f6e,N,Insufficient funds
c571d293-6410-4393-b010-c9b6a7ea0b7c,63b4a4cf-40ff-414a-a885-e7351ccf1bda,Rachel Bennett,b660e7dd-9112-41fe-954d-10ff2f02d3d4,Tablet,Electronics,Internet Banking,3,51.82,2020-04-12 02:50:55,Canada,Vancouver,Amazon,c20cdc96-d5c3-4d9d-8a38-955aa2cba3c3,N,Incorrect login credentials
34954e60-62f8-411f-b312-87fedea90306,f1c38713-b522-467a-bfd2-c045c56cb7e2,Alison Freeman,fd152803-652f-4f2f-a59f-d2b802eed58e,Sofa,Furniture,card,7,168.74,2024-01-21 15:25:09,South Africa,Durban,Meesho,8cd96401-bd6d-4596-976f-6e8cba4463c1,Y,
30b601ad-4333-4bfe-ad1f-c55f618c5c67,12a4c4c3-d23a-48bf-9360-023d88bf2c59,Casey Keller,fd8c03a7-18f5-4ff2-9bf2-fd16ac9bf171,Milk,Grocery,UPI,5,201.34,2020-02-03 10:45:48,UK,Manchester,Flipkart,b9a7a51d-a482-4be2-99d4-2b2aaacd4565,N,Network issues
938cc5d8-8986-4d31-bfed-530000d0e6f1,aa0f8d14-5000-4b8e-8933-5d12e33ebbc2,Debbie Lee,3cc38a8f-bd3f-4678-95a7-2e0f8e06f0dc,Tennis Racket,Sports,UPI,9,110.87,2024-08-28 11:39:32,Australia,Sydney,Meesho,08998a32-bb0a-4dfb-aef2-050595c24eca,Y,
88c0669a-79e5-4af2-8cba-8c6ea7531dd4,1abbba5d-9708-45dd-a8ed-08135623c669,Samantha Harris,e0b8ade8-7bc7-4012-a047-7961bf9e3f6c,Milk,Grocery,Wallet,2,174.58,2024-06-15 08:52:14,USA,Los Angeles,Amazon,6885bb8b-9350-4a4d-b54c-91cbd22e640b,N,Insufficient balance in wallet
8d7781f1-4789-4063-b513-644705f2fbbf,fd337650-f554-44fc-810b-66c86258915b,John Watson,268d19b4-73d2-4ba9-af72-352163badf94,Biography,Books,Wallet,8,327.37,2021-06-12 23:31:08,Brazil,Brasilia,Flipkart,4bfc0ce8-7c6a-43b6-a0dd-95ccb7b862d5,N,Insufficient balance in wallet
3b4e74a4-efa7-48ee-9c5d-c2249cf4f32c,576faea6-051f-417b-a46b-bd7d7228d77d,Karen Webster,1781b1fd-424b-45f6-9860-c57cae7a605e,Bookshelf,Furniture,Unknown,0,-100.0,2022-05-18 18:45:41,Unknown,Unknown,eBay,2c3dda6b-a2c4-4e2b-a39b-143d361fe1eb,Y,
de31121f-6bea-438c-9262-91d1a6f0acd0,2b0fd254-2457-40ee-8af1-5b925db6082d,Amber Duarte,03564987-be12-4705-9fe2-bbdd2b56c084,Vegetables,Grocery,UPI,2,250.09,2023-12-17 21:59:21,South Africa,Johannesburg,Meesho,aa79f331-bb6f-4ea6-aca5-cd8c1b625b0c,Y,
408bb649-9d76-4842-a036-ec701f9e2e62,fff208eb-a8df-426a-aeaa-1bf2f222dae4,Ronnie Mitchell,d6eb231d-c2d6-4e2b-9dbe-76060848a028,Vegetables,Grocery,Internet Banking,2,156.02,2022-01-10 12:57:19,UK,London,Meesho,23b19ff3-6eaa-4d3a-a220-4b0fd9a1f436,N,Exceeded transaction limit
b86d47a8-7f3d-443c-91ef-6cc4e295611c,49b0f858-f92c-4a3e-a3d1-5eba68c7544f,Monica Fields,9e3b7788-40f9-466c-b566-15492ede443f,Textbook,Books,Wallet,2,452.94,2022-01-04 03:04:29,Japan,Sapporo,Meesho,b6adc907-9501-47ad-ba72-44af6dfed27f,Y,
17927948-009f-44ea-9883-98f37d38416f,7e072b8d-48e4-4c72-983d-830d40e483fc,Heather Ramos,37586c28-7b99-4037-a5ab-b0cd91f16e13,Smartphone,Electronics,card,9,442.26,2024-01-15 03:01:23,Canada,Ottawa,Meesho,5ca5731b-966d-4885-86dc-0527c2c1ce8f,N,Card expired
4727fe45-5bc9-4f29-bedd-84bde3bf22e8,762cbce8-871b-4d57-9c47-5832a2b1a550,Ashley Turner,aeaad928-f061-456b-b37a-f5b09b532705,Table,Furniture,Internet Banking,8,281.56,2024-06-03 05:19:13,India,Bangalore,Meesho,62e80543-1c61-4a49-9b68-2981a1e928ff,N,Incorrect login credentials
91833783-8a7d-436b-9a93-7aac465e9a18,3c21e076-e951-4e50-8b89-9784fba277f0,Brian Lane,5f71eeaa-5060-4584-9e39-dced68acb3bb,Laptop,Electronics,card,9,65.25,2021-04-21 20:38:32,Australia,Perth,Meesho,97e401db-57ad-4912-a11f-39caad46f94d,N,Invalid card details
fb480b68-a34e-4564-b5ac-9aedc17497c0,afb84d82-2cfd-4c37-bd18-c8dbbaa133fc,Andrew Williams,306d26ad-f1ec-46ec-b942-8fd1b2b34b87,Yoga Mat,Sports,Unknown,-1,-100.0,2024-08-02 09:20:03,Unknown,Unknown,Flipkart,f9bf9850-6b8d-41c9-9e77-9b206f083fc5,Y,
c3818229-70de-4491-a068-8c186a4d2d5d,14683082-1a3e-42b7-bc52-94a3b436ad3b,Lisa Cook,bf1a74d7-4931-44ec-a890-7fc2f0500154,Tablet,Electronics,Internet Banking,8,236.33,2022-07-27 14:15:05,India,Delhi,Flipkart,d8d73c9b-ec83-43c6-9195-f25ae228b8dd,Y,
